Name,Slug,Description,Address,City,State,Zip,County,Phone,Website URL,Google Maps URL,Photo URL,Hours,Services,Care Types,Payment Options,Licensing,Accreditation,Languages,Service Area,Year Established,Rating,Review Count,Status,Date Added,Latitude,Longitude
Care Zone Home Care Agency LLC,care-zone-home-care-agency-llc-pittsburgh-pa,Care Zone Home Care Agency is a reputable home care agency that provides comprehensive and high-quality services to individuals who qualify for in-home help through Medicaid and Medicaid HMOs. We are accredited by the Better Business Bureau and offer a...,"101 Towne Square Wy Ste. 281A, Pittsburgh, PA 15227",Pittsburgh,Pennsylvania,15227,,(412) 650-6232,http://www.carezonehca.com/,"https://www.google.com/maps/place/Care+Zone+Home+Care+Agency+LLC/@40.3666711,-79.9828759,14z/data=!4m8!1m2!2m1!1sCare+Zone+Home+Care+Agency+LLC!3m4!1s0x8834e993d76809cd:0x2a3a26b7ef26a438!8m2!3d40.3666711!4d-79.9828759",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yAVCeuLTYnMXVHOtj8pmIQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=312.7865&pitch=0&thumbfov=100,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Medicaid,,BBB Accredited,English,,,3.0,4.0,Active,3/15/2026,40.3666711,-79.9828759
In-Home Quality Care Services LLC,in-home-quality-care-services-llc-pittsburgh-pa,"In-Home Quality Care Services LLC provides home care services to residents of Pittsburgh, Pennsylvania. We serve clients on a private pay basis and conduct all services in English.","423 McNeilly Rd First Floor, Pittsburgh, PA 15226",Pittsburgh,Pennsylvania,15226,,(412) 668-2044,https://inhomequalitycareservice.com/,"https://www.google.com/maps/place/In-Home+Quality+Care+Services+LLC/@40.3831591,-80.01431199999999,14z/data=!4m8!1m2!2m1!1sIn-Home+Quality+Care+Services+LLC!3m4!1s0x8834f7f2a27569e5:0x88b6e7c1a8e8dc9!8m2!3d40.3831591!4d-80.01431199999999",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Qz_SAdA-P9iMVA9-Of-Cmg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=157.90176&pitch=0&thumbfov=100,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,5.0,7.0,Active,3/15/2026,40.3831591,-80.0143120
In the Beginning Home Care Agency LLC,in-the-beginning-home-care-agency-llc-pittsburgh-pa,"In The Beginning Home Care Agency LLC in Pittsburgh, PA offers home care services for senior citizens and people with disabilities. We help them hold on to their independence while ensuring their safety and protection.","500 Grant St #2900, Pittsburgh, PA 15219",Pittsburgh,Pennsylvania,15219,Downtown,(412) 465-0726,http://www.inthebeginningllc.org/,"https://www.google.com/maps/place/In+the+Beginning+Home+Care+Agency+LLC/@40.4397798,-79.9959022,14z/data=!4m8!1m2!2m1!1sIn+the+Beginning+Home+Care+Agency+LLC!3m4!1s0x8834f11a28d11173:0xfe8b8951138f4822!8m2!3d40.4397798!4d-79.9959022",/static/images/in-the-beginning-home-care-agency-llc-pittsburgh.jpg,,"Personal Care,Companion Services",,Private Pay,,,English,,,1.0,3.0,Active,3/15/2026,40.4397798,-79.9959022
A Personal Touch Home Care Services,a-personal-touch-home-care-services-pittsburgh-pa,"A Personal Touch Home Care Services operates in the Pittsburgh, Pennsylvania area, providing live-in care services to clients who prefer in-home support. The agency accepts private pay arrangements for its services and conducts business in English. Live-in care options allow individuals to receive assistance while remaining in their own homes.","19 Bedford Square Suite 101, Pittsburgh, PA 15203",Pittsburgh,Pennsylvania,15203,South Side Flats,(800) 374-9189,http://www.apthcs.com/,"https://www.google.com/maps/place/A+Personal+Touch+Home+Care+Services/@40.429119,-79.986868,14z/data=!4m8!1m2!2m1!1sA+Personal+Touch+Home+Care+Services!3m4!1s0x8834ebe1eefa8bc7:0xf3b026337231ea3!8m2!3d40.429119!4d-79.986868",/static/images/a-personal-touch-home-care-services-pittsburgh.jpg,Daily: Open 24 hours,Live-In Care,,Private Pay,,,English,,,4.5,15.0,Active,3/15/2026,40.4291190,-79.9868680
Confiable Home HealthCare,confiable-home-healthcare-pittsburgh-pa,"Confiable Home HealthCare provides home care services to residents in Pittsburgh, Pennsylvania. We accept private pay arrangements to help clients maintain independence and quality of life in their own homes. Contact us to learn more about how we can support your home care needs.","322 North Shore Drive suite 236, Pittsburgh, PA 15212",Pittsburgh,Pennsylvania,15212,North Shore,(412) 530-3192,https://www.confiablehealth.com/,"https://www.google.com/maps/place/Confiable+Home+HealthCare/@40.446253999999996,-80.0104808,14z/data=!4m8!1m2!2m1!1sConfiable+Home+HealthCare!3m4!1s0x8834f5dd4475e319:0xeabf8b61c1cc3ad1!8m2!3d40.446253999999996!4d-80.0104808",/static/images/confiable-home-healthcare-pittsburgh.jpg,Daily: Open 24 hours,Live-In Care,,Private Pay,,,English,,,4.9,7.0,Active,3/15/2026,40.4462540,-80.0104808
ComForCare Home Care,comforcare-home-care-pittsburgh-pa,"ComForCare is a premier provider of in-home care with nearly 200 locations in the U.S., Canada and the U.K. We help seniors live independently in their own home and continue to do all the things they love. Our compassionate caregivers can assist wit...","4374 Murray Ave, Pittsburgh, PA 15217",Pittsburgh,Pennsylvania,15217,Greenfield,(412) 521-4700,http://www.comforcare.com/pennsylvania/eastern-allegheny,"https://www.google.com/maps/place/ComForCare+Home+Care/@40.4198826,-79.9284496,14z/data=!4m8!1m2!2m1!1sComForCare+Home+Care!3m4!1s0x8834f1e7b038a4db:0x851f9139c60b03da!8m2!3d40.4198826!4d-79.9284496",/static/images/comforcare-home-care-pittsburgh.jpg,Daily: Open 24 hours,"Alzheimer's & Dementia Care,Live-In Care",,Private Pay,,,English,,,4.0,28.0,Active,3/15/2026,40.4198826,-79.9284496
Misty's Angels Home Health Care LLC,misty-s-angels-home-health-care-llc-pittsburgh-pa,"Misty's Angels Home Health Care LLC provides home health care services to residents of Pittsburgh, Pennsylvania. The agency accepts private pay arrangements and conducts services in English. For specific information about available care types and services, please contact the agency directly.","1707 Monongahela Ave, Pittsburgh, PA 15218",Pittsburgh,Pennsylvania,15218,,(412) 271-2741,http://www.mistymyangel.com/,"https://www.google.com/maps/place/Misty%27s+Angels+Home+Health+Care+LLC/@40.4234611,-79.8911337,14z/data=!4m8!1m2!2m1!1sMisty%27s+Angels+Home+Health+Care+LLC!3m4!1s0x8834f15a5fd5af5b:0x75f2e769a5eb8fc1!8m2!3d40.4234611!4d-79.8911337",/static/images/misty-s-angels-home-health-care-llc-pittsburgh.jpg,"Monday: 8:30AM–4PM, Tuesday: 8:30AM–4PM, Wednesday: 8:30AM–4PM, Thursday: 8:30AM–4PM, Friday: 8:30AM–4PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,4.8,5.0,Active,3/15/2026,40.4234611,-79.8911337
Pittsburgh Home Care LLC,pittsburgh-home-care-llc-pittsburgh-pa,"Pittsburgh Home Care, LLC provides personalized home health services to individuals in need. Their daily services range from meal preparation, hygiene, cleaning, and supervision, tailored to meet specific needs. The company emphasizes developing truste...","305 Mt Lebanon Blvd # 205, Pittsburgh, PA 15234",Pittsburgh,Pennsylvania,15234,,(412) 254-2586,http://www.pghhomecare.com/,"https://www.google.com/maps/place/Pittsburgh+Home+Care+LLC/@40.3692908,-80.0359886,14z/data=!4m8!1m2!2m1!1sPittsburgh+Home+Care+LLC!3m4!1s0x8834f75738e3b8f7:0xb2c4dd30e269dd80!8m2!3d40.3692908!4d-80.0359886",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=YGdnLXRj92XJN-HsoJk8ew&cb_client=search.gws-prod.gps&w=800&h=500&yaw=24.13919&pitch=0&thumbfov=100,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed",Homemaking,,Private Pay,,,English,,,5.0,4.0,Active,3/15/2026,40.3692908,-80.0359886
Moravia Health Pittsburgh,moravia-health-pittsburgh-pittsburgh-pa,"Moravia Health is a full service Home Health Agency, licensed by the Pennsylvania Department of Health. At Moravia Health, we understand that finding the right health care services, nurses, caregivers and providers can be a scary task, especially when ...","810 Penn Ave Suite 400, Pittsburgh, PA 15222",Pittsburgh,Pennsylvania,15222,Downtown,(412) 800-2222,http://www.moraviahealth.com/,"https://www.google.com/maps/place/Moravia+Health+Pittsburgh/@40.443462,-79.99877099999999,14z/data=!4m8!1m2!2m1!1sMoravia+Health+Pittsburgh!3m4!1s0x8834f1bb769aa435:0xc860b1b8e5870501!8m2!3d40.443462!4d-79.99877099999999",/static/images/moravia-health-pittsburgh-pittsburgh.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,"Medicaid,Medicare",,Joint Commission,English,,,4.9,433.0,Active,3/15/2026,40.4434620,-79.9987710
Independence Care,independence-care-pittsburgh-pa,"Independence Care is a home health care agency that specializes in providing in-home care and assistance with activities of daily living. We have several convenient locations across the country, including Pittsburgh, Philadelphia, Wexford, Bethel Park,...","900 Bingham St, Pittsburgh, PA 15203",Pittsburgh,Pennsylvania,15203,South Side Flats,(412) 387-6773,https://www.independence-care.com/,"https://www.google.com/maps/place/Independence+Care/@40.4292143,-79.9897058,14z/data=!4m8!1m2!2m1!1sIndependence+Care!3m4!1s0x8834f10444c9128f:0xea2994abd8fd070c!8m2!3d40.4292143!4d-79.9897058",/static/images/independence-care-pittsburgh.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,2.4,25.0,Active,3/15/2026,40.4292143,-79.9897058
Village Caregiving,village-caregiving-pittsburgh-pa,"Village Caregiving is a privately held, Home Care Agency in Barboursville, West Virginia. Our company is bonded and insured. The owners are West Virginia natives who have deep roots in the mountain state. Our company is proud to say that many of our Cl...","200 Hightower Blvd Ste 304, Pittsburgh, PA 15205",Pittsburgh,Pennsylvania,15205,,(724) 709-8359,https://villagecaregiving.com/village-caregiving-of-pittsburgh/%3Futm_source%3Dgmb%26utm_medium%3Dorganic%26utm_campaign%3Dgmb%26content%3Dpittsburgh,"https://www.google.com/maps/place/Village+Caregiving/@40.684356199999996,-80.32927629999999,14z/data=!4m8!1m2!2m1!1sVillage+Caregiving!3m4!1s0x88346f87471b540b:0xcbe6500d8ee2cf4c!8m2!3d40.684356199999996!4d-80.32927629999999",/static/images/village-caregiving-pittsburgh.jpg,Daily: Open 24 hours,Live-In Care,,Private Pay,,,English,,,5.0,49.0,Active,3/15/2026,40.6843562,-80.3292763
Care Solutions of Pittsburgh,care-solutions-of-pittsburgh-pittsburgh-pa,"Care Solutions of Pittsburgh provides a range of services including companionship, personal care, meal preparation, light housekeeping, medication reminders, errands, transportation, and more. They also offer the opportunity for family members or frien...","4 Clairton Blvd, Pittsburgh, PA 15236",Pittsburgh,Pennsylvania,15236,,(412) 341-7780,https://www.caresolutionspgh.com/,"https://www.google.com/maps/place/Care+Solutions+of+Pittsburgh/@40.3403334,-79.9644625,14z/data=!4m8!1m2!2m1!1sCare+Solutions+of+Pittsburgh!3m4!1s0x8834f77eaaaaaaab:0xd0be1bdad3904850!8m2!3d40.3403334!4d-79.9644625",/static/images/care-solutions-of-pittsburgh-pittsburgh.jpg,Daily: Open 24 hours,"Homemaking,Personal Care,Transportation",,Private Pay,,,English,,,4.4,28.0,Active,3/15/2026,40.3403334,-79.9644625
United Hands Homecare Agency,united-hands-homecare-agency-pittsburgh-pa,United Hands Homecare Agency is a home care provider based in Pennsylvania that specializes in person-centered non-medical home care services. Payment options include Private Pay. Contact United Hands Homecare Agency to learn more about creating a personalized care plan for your loved one.,"1614 Michael Dr, Pittsburgh, PA 15227",Pittsburgh,Pennsylvania,15227,,(412) 614-9912,https://www.uhhomecare.com/,"https://www.google.com/maps/place/United+Hands+Homecare+Agency/@40.394448499999996,-79.9607722,14z/data=!4m8!1m2!2m1!1sUnited+Hands+Homecare+Agency!3m4!1s0x8834f1a5f1832efb:0xb86d4fd0a778b87d!8m2!3d40.394448499999996!4d-79.9607722",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=H_-kpLkMgIr-OZBXOhqeSQ&cb_client=search.gws-prod.gps&w=800&h=500&yaw=220.89993&pitch=0&thumbfov=100,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Closed, Sunday: Closed",Live-In Care,,Private Pay,,,English,,,,,Active,3/15/2026,40.3944485,-79.9607722
Freedom Now Home Care,freedom-now-home-care-pittsburgh-pa,"Freedom Now Home Care is a provider of non-medical home care services in Pittsburgh, Pennsylvania. With locations in Pittsburgh, Philadelphia, Charlotte, and Atlanta, we offer companionship for the elderly, assistance with daily living activities for t...","320 Fort Duquesne Blvd STE 120, Pittsburgh, PA 15222",Pittsburgh,Pennsylvania,15222,Downtown,(412) 407-2482,https://www.freedomnowhc.com/,"https://www.google.com/maps/place/Freedom+Now+Home+Care/@40.4426006,-80.00698369999999,14z/data=!4m8!1m2!2m1!1sFreedom+Now+Home+Care!3m4!1s0x8834f476d74bdaf7:0x97d85774212306bb!8m2!3d40.4426006!4d-80.00698369999999",/static/images/freedom-now-home-care-pittsburgh.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed",Companion Services,,Private Pay,,,English,,,5.0,2.0,Active,3/15/2026,40.4426006,-80.0069837
Rita's Home Care,rita-s-home-care-pittsburgh-pa,"Serving the Pittsburgh area, Rita's Home Care offers compassionate in-home care tailored to each client's needs. The agency provides a range of services such as Alzheimer's and dementia support, hospice support, and live-in care. Payment options include Private Pay. With a 4.9-star Google rating from 14 reviews, Rita's Home Care is well-regarded by families in the area. Hours of operation: Daily: Open 24 hours. Get in touch with Rita's Home Care to find the right care solution for your family's needs.","5800 Corporate Dr Suite 300, Pittsburgh, PA 15237",Pittsburgh,Pennsylvania,15237,,(412) 819-2283,https://www.ritahomecarepa.com/,"https://www.google.com/maps/place/Rita%27s+Home+Care/@40.5627242,-80.0213424,14z/data=!4m8!1m2!2m1!1sRita%27s+Home+Care!3m4!1s0x8f44ef57cc51b0f3:0xbd4a2cd68b6d4e5a!8m2!3d40.5627242!4d-80.0213424",/static/images/rita-s-home-care-pittsburgh.jpg,Daily: Open 24 hours,"Alzheimer's & Dementia Care,Hospice Support,Live-In Care,Transportation",,Private Pay,,,English,,,4.9,14.0,Active,3/15/2026,40.5627242,-80.0213424
Countrywide Home Care,countrywide-home-care-pittsburgh-pa,"Countrywide Home Care is a non-medical home care servicing company based in Philadelphia, PA. We provide a range of services to help individuals maintain their independence and quality of life in the comfort of their own homes. Our dedicated team of ca...","239 Fourth Ave Suite 212, Pittsburgh, PA 15222",Pittsburgh,Pennsylvania,15222,Downtown,(412) 251-5668,https://countrywidehomecare.com/pittsburgh/,"https://www.google.com/maps/place/Countrywide+Home+Care/@40.439699399999995,-80.0017555,14z/data=!4m8!1m2!2m1!1sCountrywide+Home+Care!3m4!1s0x8834f12e81f5730f:0xd642046b8fc1a50c!8m2!3d40.439699399999995!4d-80.0017555",/static/images/countrywide-home-care-pittsburgh.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,3.5,4.0,Active,3/15/2026,40.4396994,-80.0017555
Managed Home Health Care LLC,managed-home-health-care-llc-brentwood-pa,"We believe all individuals in need of special care deserve to stay in the home independently and safely. We are committed to offering quality driven non-medical services in the home. Our organization will always maintain the highest dignity of the patient while keeping them empowered and safe. We are accountable to our clients, partners, and caregivers of our organization. We are devoted to building impactful long term relationships that will benefit the entire family and the community we serve.","3325 Clairton Blvd, Brentwood, PA 15227",Brentwood,Pennsylvania,15227,,(412) 668-2888,https://www.managedhomehealthcare.com/index.html,"https://www.google.com/maps/place/Managed+Home+Health+Care+LLC/@40.3743772,-79.9823236,14z/data=!4m8!1m2!2m1!1sManaged+Home+Health+Care+LLC!3m4!1s0x8834f120681a949b:0xb630204c2b161572!8m2!3d40.3743772!4d-79.9823236",/static/images/managed-home-health-care-llc-brentwood.jpg,"Monday: 9:30AM–4:30PM, Tuesday: 9:30AM–4:30PM, Wednesday: 9:30AM–4:30PM, Thursday: 9:30AM–4:30PM, Friday: 9:30AM–4:30PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,5.0,4.0,Active,3/15/2026,40.3743772,-79.9823236
JEVS Care at Home,jevs-care-at-home-pittsburgh-pa,JEVS at Home is a non-profit organization that provides non-medical home care support services to disabled and aging clients residing in Pennsylvania and New Jersey.,"6315 Forbes Ave # B26, Pittsburgh, PA 15217",Pittsburgh,Pennsylvania,15217,Squirrel Hill North,(412) 742-4033,http://www.jevsathome.org/,"https://www.google.com/maps/place/JEVS+Care+at+Home/@40.4383385,-79.9184373,14z/data=!4m8!1m2!2m1!1sJEVS+Care+at+Home!3m4!1s0x8834ed30c412212d:0x9a6a85a9405b3237!8m2!3d40.4383385!4d-79.9184373",/static/images/jevs-care-at-home-pittsburgh.jpg,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed","Personal Care,Companion Services",,Private Pay,,,English,,,4.6,11.0,Active,3/15/2026,40.4383385,-79.9184373
Devoted Home Care Agency,devoted-home-care-agency-pittsburgh-pa,"Devoted Home Care Agency in Pittsburgh, Pennsylvania offers 24/7 home health care services to individuals in need. Our dedicated caregivers provide personalized assistance for daily living, including meal preparation, hygiene, cleaning, and supervision...","2018 S Braddock Ave, Pittsburgh, PA 15218",Pittsburgh,Pennsylvania,15218,,(412) 271-2739,https://devotedhomecareagency.com/,"https://www.google.com/maps/place/Devoted+Home+Care+Agency/@40.421373599999995,-79.8852923,14z/data=!4m8!1m2!2m1!1sDevoted+Home+Care+Agency!3m4!1s0x8834efc723dec601:0xa8adf63e396b43ea!8m2!3d40.421373599999995!4d-79.8852923",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eAUJzjI1gwpYLkYtEVvbCg&cb_client=search.gws-prod.gps&w=800&h=500&yaw=49.002598&pitch=0&thumbfov=100,"Monday: 9AM–5PM, Tuesday: 9AM–5PM, Wednesday: 9AM–5PM, Thursday: 9AM–5PM, Friday: 9AM–5PM, Saturday: Closed, Sunday: Closed",Homemaking,,Private Pay,,,English,,,,,Active,3/15/2026,40.4213736,-79.8852923
